date,coin,price,volume,market_cap
2025-07-19 00:00:00,BNB,729.5149107763856,3421946485.4001713,106427658192.56117
2025-07-20 00:00:00,BNB,732.9272514055848,1435654835.547203,106924979937.98863
2025-07-21 00:00:00,BNB,758.1392224608369,1798602738.0495224,110586719333.9134
2025-07-22 00:00:00,BNB,766.3958790528078,2452658270.4492984,111807161492.59859
2025-07-23 00:00:00,BNB,786.4807204757146,2644910595.3765583,109558550761.51875
2025-07-24 00:00:00,BNB,776.2226902262614,4430495787.544528,108115424622.89601
2025-07-25 00:00:00,BNB,771.2312622168195,2578577950.386883,107448286648.29321
2025-07-26 00:00:00,BNB,784.7856013546323,2074059703.484386,109286453608.45149
2025-07-27 00:00:00,BNB,794.2867236239222,892831867.5658532,110707645996.55731
2025-07-28 00:00:00,BNB,843.449638843771,2256704380.679607,117523608100.6293
2025-07-29 00:00:00,BNB,822.2765976915088,3011452631.6826835,114557221095.58499
2025-07-30 00:00:00,BNB,805.1438193193468,2130673065.5019739,112111480479.16483
2025-07-31 00:00:00,BNB,793.8734614175534,1929266771.61827,110456100095.04463
2025-08-01 00:00:00,BNB,783.0023910772859,1662327372.5984204,109113907270.47136
2025-08-02 00:00:00,BNB,756.4574114847068,2187208851.563726,105351071036.10793
2025-08-03 00:00:00,BNB,736.6587769385911,937931586.0430179,102623944857.20425
2025-08-04 00:00:00,BNB,751.4001548118117,843114690.7269527,104656102854.34668
2025-08-05 00:00:00,BNB,768.5544340737234,1043307913.1061739,107042144700.86378
2025-08-06 00:00:00,BNB,754.7878000846929,1003756388.5618858,105138094773.98764
2025-08-07 00:00:00,BNB,769.8555506826906,990264468.5504694,107234057462.7665
2025-08-08 00:00:00,BNB,787.1948285374559,1091813946.3690848,109527291627.29677
2025-08-09 00:00:00,BNB,793.1777287850201,1187794735.3928044,110484679476.19675
2025-08-10 00:00:00,BNB,799.1991047067497,1105210829.293122,111320129039.5831
2025-08-11 00:00:00,BNB,804.8956334719561,1056685905.2138219,112048240703.83403
2025-08-12 00:00:00,BNB,806.8312185132748,1821705477.5453286,112362421491.65253
2025-08-13 00:00:00,BNB,834.446637547768,1904274487.3355463,116319266615.13809
2025-08-14 00:00:00,BNB,849.5528663342336,2344964710.7509003,118308158987.36308
2025-08-15 00:00:00,BNB,842.2643191559952,3658447977.417383,117299381415.7054
2025-08-16 00:00:00,BNB,827.2916811192079,3425180338.790325,115243392455.31807
2025-08-17 00:00:00,BNB,839.0566611983465,1194989933.08169,116636178954.74178
2025-08-18 00:00:00,BNB,856.9424560582937,1237130937.218746,119370446719.06827
2025-08-19 00:00:00,BNB,848.2298792758197,1704077250.468268,118191079529.68217
2025-08-20 00:00:00,BNB,823.4566682430556,1577237801.835062,114695398769.23634
2025-08-21 00:00:00,BNB,870.0388548973078,2208912960.725439,121327396964.83464
2025-08-22 00:00:00,BNB,838.3671602294102,1808794551.8255882,116703457347.89297
2025-08-23 00:00:00,BNB,899.0447590707095,2403982643.652437,125228722775.30713
2025-08-24 00:00:00,BNB,880.2145462822662,1414960204.0565426,122601551471.5355
2025-08-25 00:00:00,BNB,876.0729413672346,1862920203.9639418,122045654251.52823
2025-08-26 00:00:00,BNB,840.2868104582814,1739476008.2601202,117052413550.03337
2025-08-27 00:00:00,BNB,864.1213024474413,1565511904.048617,120359854645.80617
2025-08-28 00:00:00,BNB,856.0552312979237,1274918054.4266574,119223186511.82414
2025-08-29 00:00:00,BNB,874.7487534677291,1665085112.0571768,121754972275.09772
2025-08-30 00:00:00,BNB,863.6575485254209,1531055975.6867678,120215499930.77438
2025-08-31 00:00:00,BNB,861.923469050824,732100562.508858,119967599893.59285
2025-09-01 00:00:00,BNB,857.819601972643,721993472.2873288,119395441256.787
2025-09-02 00:00:00,BNB,845.916487927506,1648305723.808358,117730905063.68185
2025-09-03 00:00:00,BNB,851.6937445280856,1322521810.3871567,118533105628.61053
2025-09-04 00:00:00,BNB,855.1110256828161,859226298.816796,119019289721.41235
2025-09-05 00:00:00,BNB,843.6735934362805,916745033.758285,117468538515.54077
2025-09-06 00:00:00,BNB,849.7184902459278,987362929.2356554,118277372904.95659
2025-09-07 00:00:00,BNB,861.6639369838142,841058634.1628499,120001345335.90672
2025-09-08 00:00:00,BNB,881.3845363246559,923155920.7210786,122834289041.01732
2025-09-09 00:00:00,BNB,878.2339242329539,1204256444.2143743,122234712958.68347
2025-09-10 00:00:00,BNB,879.833817211316,1062899360.6770087,122413962295.55894
2025-09-11 00:00:00,BNB,893.578793274879,1801977169.8109913,124408078560.3618
2025-09-12 00:00:00,BNB,902.876846974473,1258971255.576734,125610829851.88258
2025-09-13 00:00:00,BNB,925.1660418381477,1589605226.0339465,128802515865.21457
2025-09-14 00:00:00,BNB,933.8971704994946,1640112370.864308,129905114546.37772
2025-09-15 00:00:00,BNB,926.8412817390542,1263377077.0891886,128929854315.27986
2025-09-16 00:00:00,BNB,919.2250351484705,1372293507.033996,127942167402.54544
2025-09-17 00:00:00,BNB,955.3487499241552,1924151991.340504,132963284625.94852
2025-09-18 00:00:00,BNB,991.3973181432295,2455896970.1542788,137968272147.62173
2025-09-19 00:00:00,BNB,982.076570691383,2514178578.723519,136761037889.76804
2025-09-20 00:00:00,BNB,982.6879738189483,2194041676.02945,136677706976.03806
2025-09-21 00:00:00,BNB,1042.406078066426,2616933161.676639,145119356424.55237
2025-09-22 00:00:00,BNB,1048.5649851048527,3053430923.1205482,145982985276.6282
2025-09-23 00:00:00,BNB,992.3881905006706,3676969354.8492184,138105394316.3322
2025-09-24 00:00:00,BNB,1017.4645009307637,2922340144.9194756,141632015383.78027
2025-09-25 00:00:00,BNB,1018.067792712729,2488968495.0372467,141670017336.2046
2025-09-26 00:00:00,BNB,944.4003758447785,3413861577.3788505,131563762651.00531
2025-09-27 00:00:00,BNB,960.6805874196078,2464135246.7217975,133586426744.2321
2025-09-28 00:00:00,BNB,968.6806715896132,1580796543.5155156,134835789879.10022
2025-09-29 00:00:00,BNB,993.2079048442275,1062584120.7976861,138219349626.7409
2025-09-30 00:00:00,BNB,1030.030963111487,2136154304.7482347,143304041034.04755
2025-10-01 00:00:00,BNB,1008.9225311714104,1848197871.390849,140376471979.115
2025-10-02 00:00:00,BNB,1025.8187850123247,1942259015.308578,142809283859.25217
2025-10-03 00:00:00,BNB,1090.3115640663682,2670147496.089171,151723439463.9026
2025-10-04 00:00:00,BNB,1190.0540938314145,4899140228.342193,164926971828.80228
2025-10-05 00:00:00,BNB,1149.536376093483,1730597418.8329225,160006780977.96976
2025-10-06 00:00:00,BNB,1165.4778023162069,2435796155.3750944,162064988745.73065
2025-10-07 00:00:00,BNB,1224.574210222444,4284366311.1491776,169960274835.35895
2025-10-08 00:00:00,BNB,1311.712914691701,9739890116.464443,182467251280.33548
2025-10-09 00:00:00,BNB,1306.4812320510532,5632418876.319237,181269646560.23404
2025-10-10 00:00:00,BNB,1255.8786646242372,6718668117.932197,174774998279.26852
2025-10-11 00:00:00,BNB,1110.8141755974673,8685141976.344122,155757356924.0352
2025-10-12 00:00:00,BNB,1138.1246823442061,6948428633.056303,158484360795.37354
2025-10-13 00:00:00,BNB,1298.7908005975073,9048144207.208094,180775585852.16452
2025-10-14 00:00:00,BNB,1293.0722313476617,9460068400.641727,180018433779.75974
2025-10-15 00:00:00,BNB,1212.283351974494,8825438559.50392,168894485551.0376
2025-10-16 00:00:00,BNB,1161.734804798178,4682445531.806146,161921597426.4193
2025-10-17 00:00:00,BNB,1143.731369922843,4415901608.8116665,159172508587.92465
2025-10-18 00:00:00,BNB,1071.5486432574182,5491967100.574252,149337696969.78973
2025-10-19 00:00:00,BNB,1092.456873698318,2404645661.2866297,152025648190.85864
2025-10-20 00:00:00,BNB,1109.7463758132928,2451498835.8070607,154383839123.48035
2025-10-21 00:00:00,BNB,1100.594219041398,3059042679.759334,153232298626.44522
2025-10-22 00:00:00,BNB,1057.8502060144851,3312841993.6151514,147151945156.75046
2025-10-23 00:00:00,BNB,1071.3354220022431,2524047906.4061713,149141843205.3591
2025-10-24 00:00:00,BNB,1127.358071433892,4658465652.115295,156747943162.4117
2025-10-25 00:00:00,BNB,1109.178393744721,2264878475.243278,154356375659.02368
2025-10-26 00:00:00,BNB,1116.6415202338756,1179990839.9169848,155309975825.18158
2025-10-27 00:00:00,BNB,1136.879092448019,1658756855.7714329,158403748858.5009
2025-10-28 00:00:00,BNB,1140.4846092726004,3216378789.247939,157086987480.81543
2025-10-29 00:00:00,BNB,1103.595300080196,3071983545.353561,152007230183.57797
2025-10-30 00:00:00,BNB,1106.7871126244677,3099158245.6172895,152329610306.33157
2025-10-31 00:00:00,BNB,1078.7188521029816,3106355168.6806374,148424523512.72137
2025-11-01 00:00:00,BNB,1088.7331766998475,3113520722.1821284,149946680357.30164
2025-11-02 00:00:00,BNB,1094.4541628666802,1037807355.6051457,150757802647.79373
2025-11-03 00:00:00,BNB,1083.698416513334,1031503124.6500415,149267110348.34732
2025-11-04 00:00:00,BNB,992.195531851008,3894432183.7340875,136616004230.74718
2025-11-05 00:00:00,BNB,938.891751599157,4592001913.653611,129239032176.4543
2025-11-06 00:00:00,BNB,959.9701458776641,2676495284.5851297,132180559948.4775
2025-11-07 00:00:00,BNB,948.6793778409456,1960406697.5914152,130609805281.72852
2025-11-08 00:00:00,BNB,990.5899790534177,2698061350.925921,136429471727.4668
2025-11-09 00:00:00,BNB,989.8862403988059,1880988393.9904878,136375700425.64316
2025-11-10 00:00:00,BNB,996.308790029525,1718843151.6878853,137204000714.66489
2025-11-11 00:00:00,BNB,991.3653787289568,1834279454.1310785,136571690893.45041
2025-11-12 00:00:00,BNB,957.149279725558,1720439846.7132306,131942389294.9387
2025-11-13 00:00:00,BNB,952.9170115918621,1547574582.8027587,131225068810.25166
2025-11-14 00:00:00,BNB,927.1219876913323,2123958787.804254,128101915690.26227
2025-11-15 00:00:00,BNB,917.7022398201406,2858531583.3570466,126684618872.11615
2025-11-16 00:00:00,BNB,931.9743286141038,1205241688.99158,128395985006.65512
2025-11-17 00:00:00,BNB,928.5079796470696,1919661054.375172,127910791474.5547
2025-11-18 00:00:00,BNB,906.7197811831101,3283503372.7441425,124779469987.77226
2025-11-19 00:00:00,BNB,932.0597430569885,3005015188.212742,128319367620.55066
2025-11-20 00:00:00,BNB,894.7896141305321,2476207348.3480835,123084876438.08083
2025-11-21 00:00:00,BNB,866.7212975475668,2488925141.7757115,119819812394.41757
2025-11-22 00:00:00,BNB,831.1648478578168,4424065641.157903,114575535829.88885
2025-11-23 00:00:00,BNB,833.4782529297297,1537890915.9080956,114798898990.60631
2025-11-24 00:00:00,BNB,843.0327408998495,1306002441.4363518,116123650605.58427
2025-11-25 00:00:00,BNB,864.3540154398011,2065041400.9588752,119205379505.13644
2025-11-26 00:00:00,BNB,861.9171451304046,1496962340.5130074,118789307110.17656
2025-11-27 00:00:00,BNB,891.7232823713881,1449103064.2185059,122716585447.73863
2025-11-28 00:00:00,BNB,895.3979231885241,1318329005.593349,123327074303.01404
2025-11-29 00:00:00,BNB,887.5558493593282,1145367682.770756,122276150362.64653
2025-11-30 00:00:00,BNB,873.7626867754427,865485146.8078157,120348875955.46194
2025-12-01 00:00:00,BNB,877.7990241108373,934390096.0872817,120956146870.59618
2025-12-02 00:00:00,BNB,827.4880333310571,2564710118.0321436,114076075213.18332
2025-12-03 00:00:00,BNB,876.7469880502844,1999384470.0456862,120778408196.91264
2025-12-04 00:00:00,BNB,922.3452824680271,2062726216.677784,126961880148.0321
2025-12-05 00:00:00,BNB,900.2311130891073,1687004005.886419,123964878213.4654
2025-12-06 00:00:00,BNB,883.6707054897142,1528242896.5625634,121783105712.06157
2025-12-07 00:00:00,BNB,890.2442866831284,976591575.8687031,122621613741.7671
2025-12-08 00:00:00,BNB,892.8659344513236,1267574110.8170147,122976657439.0781
2025-12-09 00:00:00,BNB,897.4003709684328,1425833774.2488616,123548439285.44443
2025-12-10 00:00:00,BNB,899.4035882994448,1958799168.637301,123930434640.63074
2025-12-11 00:00:00,BNB,894.4021116794611,1842912394.8731253,123298087220.88683
2025-12-12 00:00:00,BNB,885.6320356392306,1658559102.7895744,122104338797.89401
2025-12-13 00:00:00,BNB,882.1612967807799,1215709823.9818652,121523423088.54666
2025-12-14 00:00:00,BNB,897.3110444563038,871174991.1034428,123599191597.31932
2025-12-15 00:00:00,BNB,878.3885175348196,1017448639.1154498,120990117783.94084
2025-12-16 00:00:00,BNB,858.4116623377057,1757948457.1941316,118228345944.19202
2025-12-17 00:00:00,BNB,874.6720838564994,1850367940.8959947,120413955851.13254
2025-12-18 00:00:00,BNB,842.7888780335543,2500106186.2544427,116085576597.52141
2025-12-19 00:00:00,BNB,829.1719378700606,2791384030.4837723,114190662273.26158
2025-12-20 00:00:00,BNB,855.957117266356,5670988452.811656,117897286655.7941
2025-12-21 00:00:00,BNB,853.5635263159346,717833507.1498009,117437335113.4627
2025-12-22 00:00:00,BNB,857.8618459584029,803727030.2155951,118184623023.09212
2025-12-23 00:00:00,BNB,858.018474136862,1315641870.276173,118177942903.11252
2025-12-24 00:00:00,BNB,843.9156558740143,995532572.4121732,116259698516.2158
2025-12-25 00:00:00,BNB,846.6127954902438,848705458.5824474,116609355166.84311
2025-12-26 00:00:00,BNB,828.8695540284072,735682841.2640332,114114035227.35869
2025-12-27 00:00:00,BNB,834.3408283262127,1083838293.2383966,114905145748.4669
2025-12-28 00:00:00,BNB,844.6780493960856,726652124.5702834,116342864989.3187
2025-12-29 00:00:00,BNB,858.791572988669,728494104.5438432,118310241153.67932
2025-12-30 00:00:00,BNB,851.1900442578194,1260449454.778092,117223103080.42976
2025-12-31 00:00:00,BNB,860.3384247437768,1465833722.2047489,118493436505.37633
2026-01-01 00:00:00,BNB,863.1574666286001,1936922574.9322722,118876603739.66975
2026-01-02 00:00:00,BNB,862.9202786806326,997547906.5992901,118849214809.2441
2026-01-03 00:00:00,BNB,880.5981987516783,1650776021.9264174,121322839458.69113
2026-01-04 00:00:00,BNB,878.7329288702774,1018610976.0005002,121016515949.7729
2026-01-05 00:00:00,BNB,894.4508344273104,1279357981.9878118,123224807425.4024
2026-01-06 00:00:00,BNB,910.9079403595276,1534918832.2904541,125501652951.13847
2026-01-07 00:00:00,BNB,917.6345878314794,1617407942.4718144,126398673393.32039
2026-01-08 00:00:00,BNB,899.3115791273906,1669040949.1979966,123763709908.52527
2026-01-09 00:00:00,BNB,891.5992569838319,1512007590.3179083,122803772954.30318
2026-01-10 00:00:00,BNB,895.5121731855866,1062500372.9429797,123437221285.62236
2026-01-11 00:00:00,BNB,906.6887224157771,1304632995.1676254,124853596576.21555
2026-01-12 00:00:00,BNB,902.7664964152219,1089200673.3908803,124314076342.01952
2026-01-13 00:00:00,BNB,905.5295124491013,1416236647.4214528,124753634346.50957
2026-01-14 00:00:00,BNB,942.4122356291538,3023134995.2829003,129801485407.88301
2026-01-15 00:00:00,BNB,949.0987145957889,2255160714.02555,130778202236.48225
2026-01-16 00:00:00,BNB,930.8892064404015,1669241171.3133764,126916279480.82817
2026-01-17 00:00:00,BNB,937.687896295784,1177907096.7776625,127819071582.52448
2026-01-18 00:00:00,BNB,946.9959081738135,1207141309.5977027,129194457542.08887
2026-01-19 00:00:00,BNB,933.8079144307845,1275798832.474469,127391956848.96681
2026-01-20 00:00:00,BNB,922.3076030339913,2470346209.8986206,125781563139.81992
2026-01-21 00:00:00,BNB,884.4648847958442,2173091202.289302,120599484135.13818
2026-01-22 00:00:00,BNB,882.3554922284878,2969106779.726366,120275764764.43254
2026-01-23 00:00:00,BNB,886.8801866366052,1219444876.7874093,120878971499.69006
2026-01-24 00:00:00,BNB,890.5047011445338,1127306040.1474164,121406274788.23088
2026-01-25 00:00:00,BNB,886.0721909071814,530513762.9125829,120824131675.19077
2026-01-26 00:00:00,BNB,864.4439519225823,1310262586.1889098,117935368800.78908
2026-01-27 00:00:00,BNB,878.6274796967367,1259874753.5993867,119852075665.91493
2026-01-28 00:00:00,BNB,897.6724320123695,1247423175.7103016,122447202207.11542
2026-01-29 00:00:00,BNB,901.2090745596357,1215717530.3090816,122868533857.5658
2026-01-30 00:00:00,BNB,867.7347946909455,3354101451.7359533,118285691493.88474
2026-01-31 00:00:00,BNB,857.3699420639612,2345749921.787442,116914053043.12451
2026-02-01 00:00:00,BNB,780.3315668159182,2662234945.505993,106463087867.83705
2026-02-02 00:00:00,BNB,757.9446598202101,1927504970.8607385,103356915509.94981
2026-02-03 00:00:00,BNB,775.3120806273045,2344630264.0359216,105675775355.58817
2026-02-04 00:00:00,BNB,753.6152462766961,1960437669.6417804,102785306283.79321
2026-02-05 00:00:00,BNB,699.2319544532423,2627088916.8071713,95326625071.32611
2026-02-06 00:00:00,BNB,604.901963859174,4105549455.1091533,83296690560.85005
2026-02-07 00:00:00,BNB,657.306655291851,3237219518.0847487,89685556968.33916
2026-02-08 00:00:00,BNB,647.57171670411,1584371636.5518491,88308066317.38551
2026-02-09 00:00:00,BNB,641.3063396421284,994898115.8011318,87450835262.66064
2026-02-10 00:00:00,BNB,636.158470811873,1276369127.1321113,86729994089.1038
2026-02-11 00:00:00,BNB,619.5022534339905,1021759793.9295112,84467831507.9743
2026-02-12 00:00:00,BNB,607.0100650556328,1547224348.7584748,82755881618.30022
2026-02-13 00:00:00,BNB,613.5884218776979,959253580.3854749,83656019499.6611
2026-02-14 00:00:00,BNB,618.6972942245542,1283501146.5138228,84362020188.44165
2026-02-15 00:00:00,BNB,633.314654350795,793474923.1783898,86343046587.03139
2026-02-16 00:00:00,BNB,614.2781615559984,983279792.7361963,83775714874.3921
2026-02-17 00:00:00,BNB,626.9455367382164,800706232.6744035,85479372542.39017
2026-02-18 00:00:00,BNB,617.5002211755236,802874852.1015399,84169985044.78767
2026-02-19 00:00:00,BNB,604.7780192707222,820027524.6018764,82448958332.99574
2026-02-20 00:00:00,BNB,607.1450788289527,891516182.014514,82785340522.44412
2026-02-21 00:00:00,BNB,625.1658113899997,1142133263.586823,85241510657.33328
2026-02-22 00:00:00,BNB,625.9459360696097,606271036.5502301,85378020406.19989
2026-02-23 00:00:00,BNB,614.0943323849417,539067287.7829927,83711762481.52454
2026-02-24 00:00:00,BNB,595.841177275929,1553730225.5898428,81249250726.1992
2026-02-25 00:00:00,BNB,583.919821904656,1262821404.8610575,79658479528.21227
2026-02-26 00:00:00,BNB,628.2228200794851,2095902853.2404492,85640105899.57208
2026-02-27 00:00:00,BNB,625.9211039706134,2185021928.62165,85313118803.34755
2026-02-28 00:00:00,BNB,613.9686612193877,1166358389.1914895,83730647972.7378
2026-03-01 00:00:00,BNB,617.5322050027751,1209591660.7041028,84176037496.01993
2026-03-02 00:00:00,BNB,616.8269097979393,1186979235.562409,84170308777.82892
2026-03-03 00:00:00,BNB,637.4936332653224,1468743400.2500687,86949777841.90884
2026-03-04 00:00:00,BNB,633.9153172943332,1288690976.9448144,86482998750.86174
2026-03-05 00:00:00,BNB,657.5355575822484,1455437526.091997,89674121952.91655
2026-03-06 00:00:00,BNB,647.8545990969939,1126469725.743304,88346628486.60861
2026-03-07 00:00:00,BNB,627.3743722428251,917945561.1473391,85547657678.56377
2026-03-08 00:00:00,BNB,620.1335218839806,509923883.2711651,84564372980.5224
2026-03-09 00:00:00,BNB,611.9500451871007,672282092.2172055,83583322275.93915
2026-03-10 00:00:00,BNB,634.3477951671313,982004007.0334728,86502344273.0034
2026-03-11 00:00:00,BNB,641.6585289358178,881536476.9723201,87497942370.54245
2026-03-12 00:00:00,BNB,651.4385570212381,968330794.4655601,88842234614.88629
2026-03-13 00:00:00,BNB,652.3204295577726,849045547.638754,88957818998.18317
2026-03-14 00:00:00,BNB,656.0082976549179,1511406401.009564,89442960068.13345
2026-03-15 00:00:00,BNB,657.9077116578025,568442486.3376324,89708022268.74335
2026-03-16 00:00:00,BNB,673.7790391797466,850791964.7012388,91853204145.78893
2026-03-17 00:00:00,BNB,679.6057646827234,1687295599.150869,92621576531.92915
2026-03-18 00:00:00,BNB,668.4582026519276,1173435903.171768,91169357011.08174
2026-03-19 00:00:00,BNB,651.889478852474,1250510505.1637778,88894942913.96696
